Picked At,Pick Number,Appearance,First Name,Last Name,Team,Position,Draft,Draft Entry,Draft Entry Fee,Draft Size,Draft Total Prizes,Tournament Title,Tournament,Tournament Entry Fee,Tournament Total Prizes,Tournament Size,Draft Pool Title,Draft Pool,Draft Pool Entry Fee,Draft Pool Total Prizes,Draft Pool Size,Weekly Winner Title,Weekly Winner,Weekly Winner Entry Fee,Weekly Winner Total Prizes,Weekly Winner Size
2025-06-10 13:37:44 UTC,89,2965705e-121c-4f6f-a67e-200c1f221343,Josh,Downs,IND,WR,dc91b123-2ec9-417b-9db5-549caf07cf4e,03944741-875f-464d-9e56-1c40b0f499d7,,12,,The German Shepherd,9b9faf75-af87-4c11-acba-40624136e943,5.0,100000.0,22320,,,,,,,,,,
2025-06-10 13:36:40 UTC,80,eefaafc6-b10a-4794-a6dc-4233a1c2263f,Darnell,Mooney,ATL,WR,dc91b123-2ec9-417b-9db5-549caf07cf4e,03944741-875f-464d-9e56-1c40b0f499d7,,12,,The German Shepherd,9b9faf75-af87-4c11-acba-40624136e943,5.0,100000.0,22320,,,,,,,,,,
2025-06-10 13:33:39 UTC,65,c34084aa-c044-4695-81ee-6328f98c591c,Jerry,Jeudy,CLE,WR,dc91b123-2ec9-417b-9db5-549caf07cf4e,03944741-875f-464d-9e56-1c40b0f499d7,,12,,The German Shepherd,9b9faf75-af87-4c11-acba-40624136e943,5.0,100000.0,22320,,,,,,,,,,
2025-06-10 13:32:33 UTC,56,a8c3cb2b-7728-4ee0-8f89-f218e5e0c409,Chuba,Hubbard,CAR,RB,dc91b123-2ec9-417b-9db5-549caf07cf4e,03944741-875f-464d-9e56-1c40b0f499d7,,12,,The German Shepherd,9b9faf75-af87-4c11-acba-40624136e943,5.0,100000.0,22320,,,,,,,,,,
2025-06-10 13:29:07 UTC,41,09d74295-61f2-4824-b49b-f1c677be0763,Jayden,Daniels,WAS,QB,dc91b123-2ec9-417b-9db5-549caf07cf4e,03944741-875f-464d-9e56-1c40b0f499d7,,12,,The German Shepherd,9b9faf75-af87-4c11-acba-40624136e943,5.0,100000.0,22320,,,,,,,,,,
2025-06-10 13:27:50 UTC,32,221733f8-7235-4b9e-a2cd-45dad292e33b,Chase,Brown,CIN,RB,dc91b123-2ec9-417b-9db5-549caf07cf4e,03944741-875f-464d-9e56-1c40b0f499d7,,12,,The German Shepherd,9b9faf75-af87-4c11-acba-40624136e943,5.0,100000.0,22320,,,,,,,,,,
2025-06-10 13:24:42 UTC,17,f1e0fe78-af51-4e41-9f58-a8146a69c5a9,Rashee,Rice,KC,WR,dc91b123-2ec9-417b-9db5-549caf07cf4e,03944741-875f-464d-9e56-1c40b0f499d7,,12,,The German Shepherd,9b9faf75-af87-4c11-acba-40624136e943,5.0,100000.0,22320,,,,,,,,,,
2025-06-10 13:23:13 UTC,8,c2ff3b1f-dbc0-4314-986a-3a2c1dc5bf50,Malik,Nabers,NYG,WR,dc91b123-2ec9-417b-9db5-549caf07cf4e,03944741-875f-464d-9e56-1c40b0f499d7,,12,,The German Shepherd,9b9faf75-af87-4c11-acba-40624136e943,5.0,100000.0,22320,,,,,,,,,,
2025-05-08 19:44:08 UTC,205,e5efd76e-3450-4e90-b4a4-74a10f8cef0b,Jarquez,Hunter,LAR,RB,5ec35a0a-d976-4277-9577-e1d13af01758,04e57780-8d8e-45ee-8e0d-705fece4da0e,,12,,The Schnauzer,d2aae69b-dba8-4b3d-a8af-3a2299c0cf35,3.0,500000.0,186000,,,,,,,,,,
2025-05-08 19:44:00 UTC,204,2d084934-667e-4903-b462-a33b9041291d,Harold,Fannin,CLE,TE,5ec35a0a-d976-4277-9577-e1d13af01758,04e57780-8d8e-45ee-8e0d-705fece4da0e,,12,,The Schnauzer,d2aae69b-dba8-4b3d-a8af-3a2299c0cf35,3.0,500000.0,186000,,,,,,,,,,
2025-05-08 19:40:22 UTC,181,c9e2cfc7-8db1-49ab-944b-61108f687aca,Jalen,Coker,CAR,WR,5ec35a0a-d976-4277-9577-e1d13af01758,04e57780-8d8e-45ee-8e0d-705fece4da0e,,12,,The Schnauzer,d2aae69b-dba8-4b3d-a8af-3a2299c0cf35,3.0,500000.0,186000,,,,,,,,,,
2025-05-08 19:40:08 UTC,180,42be1a8b-6bdd-4bda-a857-3a01bbc6aeac,Wan'Dale,Robinson,NYG,WR,5ec35a0a-d976-4277-9577-e1d13af01758,04e57780-8d8e-45ee-8e0d-705fece4da0e,,12,,The Schnauzer,d2aae69b-dba8-4b3d-a8af-3a2299c0cf35,3.0,500000.0,186000,,,,,,,,,,
2025-05-08 19:36:50 UTC,157,24e943a8-7926-4012-9d7e-138315b764cd,Hunter,Henry,NE,TE,5ec35a0a-d976-4277-9577-e1d13af01758,04e57780-8d8e-45ee-8e0d-705fece4da0e,,12,,The Schnauzer,d2aae69b-dba8-4b3d-a8af-3a2299c0cf35,3.0,500000.0,186000,,,,,,,,,,
2025-05-08 19:36:35 UTC,156,a6ce2c32-ead2-45cf-8add-22978d63a07e,Mason,Taylor,NYJ,TE,5ec35a0a-d976-4277-9577-e1d13af01758,04e57780-8d8e-45ee-8e0d-705fece4da0e,,12,,The Schnauzer,d2aae69b-dba8-4b3d-a8af-3a2299c0cf35,3.0,500000.0,186000,,,,,,,,,,
2025-05-08 19:32:48 UTC,133,951df6a2-c1b0-499f-819e-67798c2cc6a2,Brenton,Strange,JAX,TE,5ec35a0a-d976-4277-9577-e1d13af01758,04e57780-8d8e-45ee-8e0d-705fece4da0e,,12,,The Schnauzer,d2aae69b-dba8-4b3d-a8af-3a2299c0cf35,3.0,500000.0,186000,,,,,,,,,,
2025-05-08 19:32:36 UTC,132,01b46905-02f2-4016-a320-7cc36b5d1afc,Trevor,Lawrence,JAX,QB,5ec35a0a-d976-4277-9577-e1d13af01758,04e57780-8d8e-45ee-8e0d-705fece4da0e,,12,,The Schnauzer,d2aae69b-dba8-4b3d-a8af-3a2299c0cf35,3.0,500000.0,186000,,,,,,,,,,
2025-05-08 19:29:02 UTC,109,ae822ce4-b4ff-4b53-bf83-be036fe15dd2,Bhayshul,Tuten,JAX,RB,5ec35a0a-d976-4277-9577-e1d13af01758,04e57780-8d8e-45ee-8e0d-705fece4da0e,,12,,The Schnauzer,d2aae69b-dba8-4b3d-a8af-3a2299c0cf35,3.0,500000.0,186000,,,,,,,,,,
2025-05-08 19:28:49 UTC,108,69a1328c-ef69-41a4-a9c6-9ef0f96179f0,Justin,Fields,NYJ,QB,5ec35a0a-d976-4277-9577-e1d13af01758,04e57780-8d8e-45ee-8e0d-705fece4da0e,,12,,The Schnauzer,d2aae69b-dba8-4b3d-a8af-3a2299c0cf35,3.0,500000.0,186000,,,,,,,,,,
2025-05-08 19:24:33 UTC,85,85474863-13c5-412b-a5fd-cebdd1383524,Jordan,Mason,MIN,RB,5ec35a0a-d976-4277-9577-e1d13af01758,04e57780-8d8e-45ee-8e0d-705fece4da0e,,12,,The Schnauzer,d2aae69b-dba8-4b3d-a8af-3a2299c0cf35,3.0,500000.0,186000,,,,,,,,,,
2025-05-08 19:24:17 UTC,84,9df8f9e8-d362-46e0-be35-502442b747e6,Luther,Burden,CHI,WR,5ec35a0a-d976-4277-9577-e1d13af01758,04e57780-8d8e-45ee-8e0d-705fece4da0e,,12,,The Schnauzer,d2aae69b-dba8-4b3d-a8af-3a2299c0cf35,3.0,500000.0,186000,,,,,,,,,,
2025-05-08 19:20:59 UTC,61,fbc4cce8-3964-402c-a0a6-dbe13b5ebd86,RJ,Harvey,DEN,RB,5ec35a0a-d976-4277-9577-e1d13af01758,04e57780-8d8e-45ee-8e0d-705fece4da0e,,12,,The Schnauzer,d2aae69b-dba8-4b3d-a8af-3a2299c0cf35,3.0,500000.0,186000,,,,,,,,,,
2025-05-08 19:20:55 UTC,60,a8c3cb2b-7728-4ee0-8f89-f218e5e0c409,Chuba,Hubbard,CAR,RB,5ec35a0a-d976-4277-9577-e1d13af01758,04e57780-8d8e-45ee-8e0d-705fece4da0e,,12,,The Schnauzer,d2aae69b-dba8-4b3d-a8af-3a2299c0cf35,3.0,500000.0,186000,,,,,,,,,,
2025-05-08 19:17:08 UTC,37,4122e07d-fe79-4816-9292-4f6a94b00cbc,Xavier,Worthy,KC,WR,5ec35a0a-d976-4277-9577-e1d13af01758,04e57780-8d8e-45ee-8e0d-705fece4da0e,,12,,The Schnauzer,d2aae69b-dba8-4b3d-a8af-3a2299c0cf35,3.0,500000.0,186000,,,,,,,,,,
2025-05-08 19:16:47 UTC,36,c00d3668-c5ca-41be-bbb3-30e421920276,Tetairoa,McMillan,CAR,WR,5ec35a0a-d976-4277-9577-e1d13af01758,04e57780-8d8e-45ee-8e0d-705fece4da0e,,12,,The Schnauzer,d2aae69b-dba8-4b3d-a8af-3a2299c0cf35,3.0,500000.0,186000,,,,,,,,,,
2025-05-08 19:12:40 UTC,13,6d89c0c5-4756-43ab-b80f-70fc83e5efa8,Brian,Thomas,JAX,WR,5ec35a0a-d976-4277-9577-e1d13af01758,04e57780-8d8e-45ee-8e0d-705fece4da0e,,12,,The Schnauzer,d2aae69b-dba8-4b3d-a8af-3a2299c0cf35,3.0,500000.0,186000,,,,,,,,,,
2025-05-08 19:12:19 UTC,12,13c991e1-747d-4cbd-9bdb-a5e017bdb77b,Nico,Collins,HOU,WR,5ec35a0a-d976-4277-9577-e1d13af01758,04e57780-8d8e-45ee-8e0d-705fece4da0e,,12,,The Schnauzer,d2aae69b-dba8-4b3d-a8af-3a2299c0cf35,3.0,500000.0,186000,,,,,,,,,,
2025-05-26 22:07:15 UTC,215,2d084934-667e-4903-b462-a33b9041291d,Harold,Fannin,CLE,TE,73a9ac34-a449-4f6a-be53-031485578d7f,088fe98e-be5b-4542-ba56-e9f6e7ef6a94,,12,,Best Ball Mania VI,6106dedb-e89a-4935-a438-7121641b8a15,25.0,15000000.0,672672,,,,,,,,,,
2025-05-26 22:03:20 UTC,194,f47f5778-3c4d-4320-a4f9-cb57a229024a,Jacory,Croskey-Merritt,WAS,RB,73a9ac34-a449-4f6a-be53-031485578d7f,088fe98e-be5b-4542-ba56-e9f6e7ef6a94,,12,,Best Ball Mania VI,6106dedb-e89a-4935-a438-7121641b8a15,25.0,15000000.0,672672,,,,,,,,,,
2025-05-26 22:02:01 UTC,191,664c1862-20fe-40a8-ac7e-ff868858dcb9,MarShawn,Lloyd,GB,RB,73a9ac34-a449-4f6a-be53-031485578d7f,088fe98e-be5b-4542-ba56-e9f6e7ef6a94,,12,,Best Ball Mania VI,6106dedb-e89a-4935-a438-7121641b8a15,25.0,15000000.0,672672,,,,,,,,,,
2025-05-26 21:58:21 UTC,170,a07ec2e7-a9ff-4797-8b81-e97de03a6a51,Rico,Dowdle,CAR,RB,73a9ac34-a449-4f6a-be53-031485578d7f,088fe98e-be5b-4542-ba56-e9f6e7ef6a94,,12,,Best Ball Mania VI,6106dedb-e89a-4935-a438-7121641b8a15,25.0,15000000.0,672672,,,,,,,,,,
2025-05-26 21:57:30 UTC,167,bc9e2c1b-6bb4-4bc9-84af-202f71c65de7,Alec,Pierce,IND,WR,73a9ac34-a449-4f6a-be53-031485578d7f,088fe98e-be5b-4542-ba56-e9f6e7ef6a94,,12,,Best Ball Mania VI,6106dedb-e89a-4935-a438-7121641b8a15,25.0,15000000.0,672672,,,,,,,,,,
2025-05-26 21:53:13 UTC,146,44a906d5-b179-45f9-b69f-281595bea71d,Zach,Ertz,WAS,TE,73a9ac34-a449-4f6a-be53-031485578d7f,088fe98e-be5b-4542-ba56-e9f6e7ef6a94,,12,,Best Ball Mania VI,6106dedb-e89a-4935-a438-7121641b8a15,25.0,15000000.0,672672,,,,,,,,,,
2025-05-26 21:52:09 UTC,143,78a6939e-5faf-45ed-98f2-674a84e65045,J.J.,McCarthy,MIN,QB,73a9ac34-a449-4f6a-be53-031485578d7f,088fe98e-be5b-4542-ba56-e9f6e7ef6a94,,12,,Best Ball Mania VI,6106dedb-e89a-4935-a438-7121641b8a15,25.0,15000000.0,672672,,,,,,,,,,
2025-05-26 21:48:03 UTC,122,8c7f9176-18b8-4f59-bc46-2c14a60bfed8,Rashid,Shaheed,NO,WR,73a9ac34-a449-4f6a-be53-031485578d7f,088fe98e-be5b-4542-ba56-e9f6e7ef6a94,,12,,Best Ball Mania VI,6106dedb-e89a-4935-a438-7121641b8a15,25.0,15000000.0,672672,,,,,,,,,,
2025-05-26 21:47:21 UTC,119,ae822ce4-b4ff-4b53-bf83-be036fe15dd2,Bhayshul,Tuten,JAX,RB,73a9ac34-a449-4f6a-be53-031485578d7f,088fe98e-be5b-4542-ba56-e9f6e7ef6a94,,12,,Best Ball Mania VI,6106dedb-e89a-4935-a438-7121641b8a15,25.0,15000000.0,672672,,,,,,,,,,
2025-05-26 21:43:19 UTC,98,85474863-13c5-412b-a5fd-cebdd1383524,Jordan,Mason,MIN,RB,73a9ac34-a449-4f6a-be53-031485578d7f,088fe98e-be5b-4542-ba56-e9f6e7ef6a94,,12,,Best Ball Mania VI,6106dedb-e89a-4935-a438-7121641b8a15,25.0,15000000.0,672672,,,,,,,,,,
2025-05-26 21:42:28 UTC,95,6f51ed2b-b312-4ac8-a02b-f791528ab5eb,Jayden,Higgins,HOU,WR,73a9ac34-a449-4f6a-be53-031485578d7f,088fe98e-be5b-4542-ba56-e9f6e7ef6a94,,12,,Best Ball Mania VI,6106dedb-e89a-4935-a438-7121641b8a15,25.0,15000000.0,672672,,,,,,,,,,
2025-05-26 21:38:27 UTC,74,e57459d1-a8ea-4e55-909d-06b378e09b02,Stefon,Diggs,NE,WR,73a9ac34-a449-4f6a-be53-031485578d7f,088fe98e-be5b-4542-ba56-e9f6e7ef6a94,,12,,Best Ball Mania VI,6106dedb-e89a-4935-a438-7121641b8a15,25.0,15000000.0,672672,,,,,,,,,,
2025-05-26 21:37:58 UTC,71,c43f5ce9-2f01-49df-83cb-c198ca9c49c8,James,Conner,ARI,RB,73a9ac34-a449-4f6a-be53-031485578d7f,088fe98e-be5b-4542-ba56-e9f6e7ef6a94,,12,,Best Ball Mania VI,6106dedb-e89a-4935-a438-7121641b8a15,25.0,15000000.0,672672,,,,,,,,,,
2025-05-26 21:34:22 UTC,50,6d78912a-4699-4228-9e18-621c213202a7,George,Kittle,SF,TE,73a9ac34-a449-4f6a-be53-031485578d7f,088fe98e-be5b-4542-ba56-e9f6e7ef6a94,,12,,Best Ball Mania VI,6106dedb-e89a-4935-a438-7121641b8a15,25.0,15000000.0,672672,,,,,,,,,,
2025-05-26 21:33:49 UTC,47,09d74295-61f2-4824-b49b-f1c677be0763,Jayden,Daniels,WAS,QB,73a9ac34-a449-4f6a-be53-031485578d7f,088fe98e-be5b-4542-ba56-e9f6e7ef6a94,,12,,Best Ball Mania VI,6106dedb-e89a-4935-a438-7121641b8a15,25.0,15000000.0,672672,,,,,,,,,,
2025-05-26 21:29:15 UTC,26,146fb59c-b8ff-414a-86a7-3c2e612a81c0,Garrett,Wilson,NYJ,WR,73a9ac34-a449-4f6a-be53-031485578d7f,088fe98e-be5b-4542-ba56-e9f6e7ef6a94,,12,,Best Ball Mania VI,6106dedb-e89a-4935-a438-7121641b8a15,25.0,15000000.0,672672,,,,,,,,,,
2025-05-26 21:28:15 UTC,23,f1e0fe78-af51-4e41-9f58-a8146a69c5a9,Rashee,Rice,KC,WR,73a9ac34-a449-4f6a-be53-031485578d7f,088fe98e-be5b-4542-ba56-e9f6e7ef6a94,,12,,Best Ball Mania VI,6106dedb-e89a-4935-a438-7121641b8a15,25.0,15000000.0,672672,,,,,,,,,,
2025-05-26 21:24:23 UTC,2,fb2b25a4-b791-4ef0-bc45-41099b503a69,Justin,Jefferson,MIN,WR,73a9ac34-a449-4f6a-be53-031485578d7f,088fe98e-be5b-4542-ba56-e9f6e7ef6a94,,12,,Best Ball Mania VI,6106dedb-e89a-4935-a438-7121641b8a15,25.0,15000000.0,672672,,,,,,,,,,
2025-05-02 07:35:44 UTC,210,10b27c42-0621-472d-bfa7-3f6c598980be,Juwan,Johnson,NO,TE,5f1b0225-d80a-4a5f-b7e9-bebf4df0ca66,0abdc4e0-ed1f-4e17-bed8-aefdf9674d78,,12,,The Schnauzer,d2aae69b-dba8-4b3d-a8af-3a2299c0cf35,3.0,500000.0,186000,,,,,,,,,,
2025-05-02 07:33:06 UTC,199,2d084934-667e-4903-b462-a33b9041291d,Harold,Fannin,CLE,TE,5f1b0225-d80a-4a5f-b7e9-bebf4df0ca66,0abdc4e0-ed1f-4e17-bed8-aefdf9674d78,,12,,The Schnauzer,d2aae69b-dba8-4b3d-a8af-3a2299c0cf35,3.0,500000.0,186000,,,,,,,,,,
2025-05-02 07:31:24 UTC,186,027fe218-a84a-450c-a89d-7ad6c4cf94b9,Cade,Otton,TB,TE,5f1b0225-d80a-4a5f-b7e9-bebf4df0ca66,0abdc4e0-ed1f-4e17-bed8-aefdf9674d78,,12,,The Schnauzer,d2aae69b-dba8-4b3d-a8af-3a2299c0cf35,3.0,500000.0,186000,,,,,,,,,,
2025-05-02 07:28:42 UTC,175,c9e2cfc7-8db1-49ab-944b-61108f687aca,Jalen,Coker,CAR,WR,5f1b0225-d80a-4a5f-b7e9-bebf4df0ca66,0abdc4e0-ed1f-4e17-bed8-aefdf9674d78,,12,,The Schnauzer,d2aae69b-dba8-4b3d-a8af-3a2299c0cf35,3.0,500000.0,186000,,,,,,,,,,
2025-05-02 07:26:30 UTC,162,04c979d6-83b7-40dc-83fc-ed4db79ce5f9,Bryce,Young,CAR,QB,5f1b0225-d80a-4a5f-b7e9-bebf4df0ca66,0abdc4e0-ed1f-4e17-bed8-aefdf9674d78,,12,,The Schnauzer,d2aae69b-dba8-4b3d-a8af-3a2299c0cf35,3.0,500000.0,186000,,,,,,,,,,
2025-05-02 07:24:47 UTC,151,951df6a2-c1b0-499f-819e-67798c2cc6a2,Brenton,Strange,JAX,TE,5f1b0225-d80a-4a5f-b7e9-bebf4df0ca66,0abdc4e0-ed1f-4e17-bed8-aefdf9674d78,,12,,The Schnauzer,d2aae69b-dba8-4b3d-a8af-3a2299c0cf35,3.0,500000.0,186000,,,,,,,,,,
2025-05-02 07:23:08 UTC,138,01b46905-02f2-4016-a320-7cc36b5d1afc,Trevor,Lawrence,JAX,QB,5f1b0225-d80a-4a5f-b7e9-bebf4df0ca66,0abdc4e0-ed1f-4e17-bed8-aefdf9674d78,,12,,The Schnauzer,d2aae69b-dba8-4b3d-a8af-3a2299c0cf35,3.0,500000.0,186000,,,,,,,,,,
2025-05-02 07:21:07 UTC,127,ae822ce4-b4ff-4b53-bf83-be036fe15dd2,Bhayshul,Tuten,JAX,RB,5f1b0225-d80a-4a5f-b7e9-bebf4df0ca66,0abdc4e0-ed1f-4e17-bed8-aefdf9674d78,,12,,The Schnauzer,d2aae69b-dba8-4b3d-a8af-3a2299c0cf35,3.0,500000.0,186000,,,,,,,,,,
2025-05-02 07:19:12 UTC,114,06bb179e-5f55-4679-9f0d-e94d1c5dff0c,Tre',Harris,LAC,WR,5f1b0225-d80a-4a5f-b7e9-bebf4df0ca66,0abdc4e0-ed1f-4e17-bed8-aefdf9674d78,,12,,The Schnauzer,d2aae69b-dba8-4b3d-a8af-3a2299c0cf35,3.0,500000.0,186000,,,,,,,,,,
2025-05-02 07:16:52 UTC,103,eefaafc6-b10a-4794-a6dc-4233a1c2263f,Darnell,Mooney,ATL,WR,5f1b0225-d80a-4a5f-b7e9-bebf4df0ca66,0abdc4e0-ed1f-4e17-bed8-aefdf9674d78,,12,,The Schnauzer,d2aae69b-dba8-4b3d-a8af-3a2299c0cf35,3.0,500000.0,186000,,,,,,,,,,
2025-05-02 07:14:18 UTC,90,d163492c-f926-4cb9-96fc-b93759e92541,Brian,Robinson Jr.,SF,RB,5f1b0225-d80a-4a5f-b7e9-bebf4df0ca66,0abdc4e0-ed1f-4e17-bed8-aefdf9674d78,,12,,The Schnauzer,d2aae69b-dba8-4b3d-a8af-3a2299c0cf35,3.0,500000.0,186000,,,,,,,,,,
2025-05-02 07:12:16 UTC,79,f50101bc-fbfa-4a82-a625-c11c479cfbe8,Aaron,Jones,MIN,RB,5f1b0225-d80a-4a5f-b7e9-bebf4df0ca66,0abdc4e0-ed1f-4e17-bed8-aefdf9674d78,,12,,The Schnauzer,d2aae69b-dba8-4b3d-a8af-3a2299c0cf35,3.0,500000.0,186000,,,,,,,,,,
2025-05-02 07:10:24 UTC,66,c34084aa-c044-4695-81ee-6328f98c591c,Jerry,Jeudy,CLE,WR,5f1b0225-d80a-4a5f-b7e9-bebf4df0ca66,0abdc4e0-ed1f-4e17-bed8-aefdf9674d78,,12,,The Schnauzer,d2aae69b-dba8-4b3d-a8af-3a2299c0cf35,3.0,500000.0,186000,,,,,,,,,,
2025-05-02 07:08:31 UTC,55,a8c3cb2b-7728-4ee0-8f89-f218e5e0c409,Chuba,Hubbard,CAR,RB,5f1b0225-d80a-4a5f-b7e9-bebf4df0ca66,0abdc4e0-ed1f-4e17-bed8-aefdf9674d78,,12,,The Schnauzer,d2aae69b-dba8-4b3d-a8af-3a2299c0cf35,3.0,500000.0,186000,,,,,,,,,,
2025-05-02 07:06:18 UTC,42,f1e0fe78-af51-4e41-9f58-a8146a69c5a9,Rashee,Rice,KC,WR,5f1b0225-d80a-4a5f-b7e9-bebf4df0ca66,0abdc4e0-ed1f-4e17-bed8-aefdf9674d78,,12,,The Schnauzer,d2aae69b-dba8-4b3d-a8af-3a2299c0cf35,3.0,500000.0,186000,,,,,,,,,,
2025-05-02 07:04:18 UTC,31,9ecd270d-e314-466e-8cff-126385d8a9e9,Josh,Jacobs,GB,RB,5f1b0225-d80a-4a5f-b7e9-bebf4df0ca66,0abdc4e0-ed1f-4e17-bed8-aefdf9674d78,,12,,The Schnauzer,d2aae69b-dba8-4b3d-a8af-3a2299c0cf35,3.0,500000.0,186000,,,,,,,,,,
2025-05-02 07:02:01 UTC,18,f41070b3-c28d-4cff-afb4-6bae844edabf,Ladd,McConkey,LAC,WR,5f1b0225-d80a-4a5f-b7e9-bebf4df0ca66,0abdc4e0-ed1f-4e17-bed8-aefdf9674d78,,12,,The Schnauzer,d2aae69b-dba8-4b3d-a8af-3a2299c0cf35,3.0,500000.0,186000,,,,,,,,,,
2025-05-02 07:00:39 UTC,7,827b3a04-55f4-4c0e-940f-62be3233dd15,Puka,Nacua,LAR,WR,5f1b0225-d80a-4a5f-b7e9-bebf4df0ca66,0abdc4e0-ed1f-4e17-bed8-aefdf9674d78,,12,,The Schnauzer,d2aae69b-dba8-4b3d-a8af-3a2299c0cf35,3.0,500000.0,186000,,,,,,,,,,
2025-06-12 16:31:14 UTC,206,f47f5778-3c4d-4320-a4f9-cb57a229024a,Jacory,Croskey-Merritt,WAS,RB,4ef47f0b-e7ae-443c-80cf-5a5e341e15e1,0bb733fa-2381-41fd-8029-6a933fac1d26,,12,,The Schnauzer 2,d9b465e7-7fc4-4bfc-9c93-180885f9162a,3.0,500000.0,186000,,,,,,,,,,
2025-06-12 16:30:28 UTC,203,b760285b-f146-44b7-91a6-80b79734aa3a,Keaton,Mitchell,BAL,RB,4ef47f0b-e7ae-443c-80cf-5a5e341e15e1,0bb733fa-2381-41fd-8029-6a933fac1d26,,12,,The Schnauzer 2,d9b465e7-7fc4-4bfc-9c93-180885f9162a,3.0,500000.0,186000,,,,,,,,,,
2025-06-12 16:26:02 UTC,182,e5efd76e-3450-4e90-b4a4-74a10f8cef0b,Jarquez,Hunter,LAR,RB,4ef47f0b-e7ae-443c-80cf-5a5e341e15e1,0bb733fa-2381-41fd-8029-6a933fac1d26,,12,,The Schnauzer 2,d9b465e7-7fc4-4bfc-9c93-180885f9162a,3.0,500000.0,186000,,,,,,,,,,
